personId,name,team,MIN,zone,FGA,FGM,FGpct,eFG
2534746,E. Demers,UUN,492.5,pintura,36,16,44.4,44.4
2534746,E. Demers,UUN,492.5,media,29,14,48.3,48.3
2534746,E. Demers,UUN,492.5,3 esquina izq,8,3,37.5,56.2
2534746,E. Demers,UUN,492.5,3 ala izq,55,23,41.8,62.7
2534746,E. Demers,UUN,492.5,3 frente,33,11,33.3,50.0
2534746,E. Demers,UUN,492.5,3 ala der,51,20,39.2,58.8
2534746,E. Demers,UUN,492.5,3 esquina der,10,7,70.0,105.0
1765563,A. Moller,UUN,318.4,restringida,44,33,75.0,75.0
1765563,A. Moller,UUN,318.4,pintura,22,10,45.5,45.5
1765563,A. Moller,UUN,318.4,media,5,1,20.0,20.0
1765563,A. Moller,UUN,318.4,3 esquina izq,5,2,40.0,60.0
1765563,A. Moller,UUN,318.4,3 ala izq,12,7,58.3,87.5
1765563,A. Moller,UUN,318.4,3 frente,6,3,50.0,75.0
1765563,A. Moller,UUN,318.4,3 ala der,24,2,8.3,12.5
1765563,A. Moller,UUN,318.4,3 esquina der,5,0,0.0,0.0
961332,E. Bonet,GOE,551.2,restringida,64,41,64.1,64.1
961332,E. Bonet,GOE,551.2,pintura,41,10,24.4,24.4
961332,E. Bonet,GOE,551.2,media,7,4,57.1,57.1
961332,E. Bonet,GOE,551.2,3 esquina izq,6,2,33.3,50.0
961332,E. Bonet,GOE,551.2,3 ala izq,21,5,23.8,35.7
961332,E. Bonet,GOE,551.2,3 frente,13,1,7.7,11.5
961332,E. Bonet,GOE,551.2,3 ala der,33,8,24.2,36.4
961332,E. Bonet,GOE,551.2,3 esquina der,9,4,44.4,66.7
2255313,V. Andrade,COR,212.5,restringida,29,14,48.3,48.3
2255313,V. Andrade,COR,212.5,pintura,30,13,43.3,43.3
2255313,V. Andrade,COR,212.5,media,19,9,47.4,47.4
2255313,V. Andrade,COR,212.5,3 frente,1,0,0.0,0.0
1709203,E. Holt,UUN,383.7,restringida,30,23,76.7,76.7
1709203,E. Holt,UUN,383.7,pintura,28,12,42.9,42.9
1709203,E. Holt,UUN,383.7,media,13,4,30.8,30.8
1709203,E. Holt,UUN,383.7,3 esquina izq,7,3,42.9,64.3
1709203,E. Holt,UUN,383.7,3 ala izq,25,8,32.0,48.0
1709203,E. Holt,UUN,383.7,3 frente,16,6,37.5,56.2
1709203,E. Holt,UUN,383.7,3 ala der,28,9,32.1,48.2
1709203,E. Holt,UUN,383.7,3 esquina der,4,1,25.0,37.5
17691,E. Serres,CAP,361.7,restringida,37,21,56.8,56.8
17691,E. Serres,CAP,361.7,pintura,20,8,40.0,40.0
17691,E. Serres,CAP,361.7,media,1,1,100.0,100.0
17691,E. Serres,CAP,361.7,3 esquina izq,10,7,70.0,105.0
17691,E. Serres,CAP,361.7,3 ala izq,19,7,36.8,55.3
17691,E. Serres,CAP,361.7,3 frente,6,0,0.0,0.0
17691,E. Serres,CAP,361.7,3 ala der,15,6,40.0,60.0
17691,E. Serres,CAP,361.7,3 esquina der,14,5,35.7,53.6
2620318,J. O'neal,COR,265.0,restringida,43,33,76.7,76.7
2620318,J. O'neal,COR,265.0,pintura,23,11,47.8,47.8
2620318,J. O'neal,COR,265.0,media,10,3,30.0,30.0
2620318,J. O'neal,COR,265.0,3 esquina izq,2,2,100.0,150.0
2620318,J. O'neal,COR,265.0,3 ala izq,3,0,0.0,0.0
2620318,J. O'neal,COR,265.0,3 frente,8,1,12.5,18.8
2620318,J. O'neal,COR,265.0,3 ala der,1,0,0.0,0.0
2620318,J. O'neal,COR,265.0,3 esquina der,6,2,33.3,50.0
2534741,T. Prince,UAT,758.7,restringida,103,79,76.7,76.7
2534741,T. Prince,UAT,758.7,pintura,46,28,60.9,60.9
2534741,T. Prince,UAT,758.7,media,22,8,36.4,36.4
2534741,T. Prince,UAT,758.7,3 esquina izq,14,5,35.7,53.6
2534741,T. Prince,UAT,758.7,3 ala izq,27,6,22.2,33.3
2534741,T. Prince,UAT,758.7,3 frente,7,3,42.9,64.3
2534741,T. Prince,UAT,758.7,3 ala der,22,3,13.6,20.5
2534741,T. Prince,UAT,758.7,3 esquina der,6,2,33.3,50.0
727814,I. Xavier,HYM,460.4,restringida,58,35,60.3,60.3
727814,I. Xavier,HYM,460.4,pintura,18,4,22.2,22.2
727814,I. Xavier,HYM,460.4,media,5,3,60.0,60.0
727814,I. Xavier,HYM,460.4,3 esquina izq,15,4,26.7,40.0
727814,I. Xavier,HYM,460.4,3 ala izq,17,3,17.6,26.5
727814,I. Xavier,HYM,460.4,3 frente,2,0,0.0,0.0
727814,I. Xavier,HYM,460.4,3 ala der,20,7,35.0,52.5
727814,I. Xavier,HYM,460.4,3 esquina der,5,2,40.0,60.0
